customerid,risk_score,risk_band,churn_probability,tenure_months,contract,internet_service,monthly_charges
5019-GQVCR,69,High,0.6933,43,Month-to-month,Fiber optic,84.85
6817-WTYHE,69,High,0.6931,2,Month-to-month,DSL,44.9
1028-FFNJK,69,High,0.6925,30,Month-to-month,Fiber optic,101.5
7718-RXDGG,69,High,0.6924,15,Month-to-month,Fiber optic,68.6
6048-QBXKL,69,High,0.6915,2,Month-to-month,DSL,56.55
1319-YLZJG,69,High,0.6913,12,Month-to-month,Fiber optic,84.6
4853-OITSN,69,High,0.6909,5,Month-to-month,Fiber optic,89.15
3312-ZWLGF,69,High,0.6904,29,Month-to-month,Fiber optic,79.3
0581-BXBUB,69,High,0.6904,4,Month-to-month,Fiber optic,72.75
5183-SNMJQ,69,High,0.6895,10,Month-to-month,Fiber optic,95.1
5879-SESNB,69,High,0.6894,11,Month-to-month,Fiber optic,75.25
4123-DVHPH,69,High,0.6893,9,Month-to-month,Fiber optic,88.05
3197-ARFOY,69,High,0.6891,19,Month-to-month,Fiber optic,105.0
8270-RKSAP,69,High,0.689,9,Month-to-month,Fiber optic,70.5
9944-AEXBM,69,High,0.6881,32,Month-to-month,Fiber optic,85.65
1478-VPOAD,69,High,0.6878,1,Month-to-month,DSL,43.8
5630-IXDXV,69,High,0.6877,47,Month-to-month,Fiber optic,106.35
5989-PGKJB,69,High,0.6875,16,Month-to-month,Fiber optic,86.25
9053-EJUNL,69,High,0.6871,41,Month-to-month,Fiber optic,89.2
8064-RAVOH,69,High,0.6869,1,Month-to-month,DSL,49.85
8849-AYPTR,69,High,0.6855,33,Month-to-month,Fiber optic,91.25
1013-QCWAM,69,High,0.6855,66,Month-to-month,Fiber optic,100.8
0430-IHCDJ,68,High,0.6847,15,Month-to-month,DSL,49.0
5858-EAFCZ,68,High,0.6843,1,Month-to-month,DSL,44.45
3798-EPWRR,68,High,0.6835,2,Month-to-month,DSL,43.95
9450-TRJUU,68,High,0.6833,35,Month-to-month,Fiber optic,83.15
0082-OQIQY,68,High,0.6832,29,Month-to-month,Fiber optic,94.2
9494-MRNYX,68,High,0.6827,10,Month-to-month,Fiber optic,75.05
6362-QHAFM,68,High,0.6826,42,One year,Fiber optic,108.3
1251-STYSZ,68,High,0.6819,4,Month-to-month,Fiber optic,80.25
6128-AQBMT,68,High,0.6817,41,Month-to-month,DSL,53.95
9552-TGUZV,68,High,0.6814,8,Month-to-month,Fiber optic,75.0
8212-CRQXP,68,High,0.6814,22,Month-to-month,Fiber optic,80.0
4061-UKJWL,68,High,0.6807,3,Month-to-month,DSL,45.45
5153-RTHKF,68,High,0.6801,34,Month-to-month,Fiber optic,85.35
4146-SVFUD,68,High,0.6801,1,Month-to-month,DSL,44.6
8544-GOQSH,68,High,0.68,14,Month-to-month,Fiber optic,80.05
5233-AOZUF,68,High,0.68,29,Month-to-month,Fiber optic,74.95
3481-JHUZH,68,High,0.6799,41,Month-to-month,Fiber optic,80.25
2974-GGUXS,68,High,0.6798,36,Month-to-month,Fiber optic,91.95
7339-POGZN,68,High,0.6789,4,Month-to-month,DSL,50.7
9572-WUKSB,68,High,0.6788,3,Month-to-month,DSL,29.9
0531-ZZJWQ,68,High,0.6787,55,Month-to-month,Fiber optic,74.0
6582-OIVSP,68,High,0.6784,1,Month-to-month,DSL,45.3
9885-AIBVB,68,High,0.6782,29,Month-to-month,Fiber optic,85.8
4570-QHXHL,68,High,0.6779,9,Month-to-month,DSL,43.75
2369-FEVNO,68,High,0.6775,1,Month-to-month,No,19.9
0147-ESWWR,68,High,0.6768,39,Month-to-month,Fiber optic,101.25
4690-PKDQG,68,High,0.6763,42,Month-to-month,Fiber optic,95.55
9819-FBNSV,68,High,0.6754,37,Month-to-month,Fiber optic,72.25
0793-TWELN,68,High,0.6751,4,Month-to-month,Fiber optic,80.15
1895-QTKDO,67,High,0.6749,1,Month-to-month,DSL,43.95
8058-DMYRU,67,High,0.6747,54,Month-to-month,Fiber optic,90.05
1777-JYQPJ,67,High,0.6747,2,Month-to-month,DSL,24.3
8104-OSKWT,67,High,0.6741,12,Month-to-month,Fiber optic,79.8
6907-FLBER,67,High,0.6739,1,Month-to-month,DSL,54.3
8903-XEBGX,67,High,0.6738,2,Month-to-month,DSL,55.3
5288-AHOUP,67,High,0.6737,11,Month-to-month,Fiber optic,78.5
2969-QWUBZ,67,High,0.6737,2,Month-to-month,DSL,51.4
4236-UJPWO,67,High,0.6734,2,Month-to-month,DSL,24.5
7754-IXRMC,67,High,0.6729,1,Month-to-month,DSL,45.35
0581-MDMPW,67,High,0.6728,24,Month-to-month,Fiber optic,88.95
9129-UXERG,67,High,0.6726,18,Month-to-month,Fiber optic,103.6
8012-SOUDQ,67,High,0.6726,43,Month-to-month,Fiber optic,90.25
0258-NOKBL,67,High,0.6722,3,Month-to-month,Fiber optic,90.4
4661-NJEUX,67,High,0.6721,1,Month-to-month,No,20.05
5647-FXOTP,67,High,0.6721,60,Month-to-month,Fiber optic,105.9
3439-GVUSX,67,High,0.6706,1,Month-to-month,DSL,24.4
0015-UOCOJ,67,High,0.6699,7,Month-to-month,DSL,48.2
6339-YPSAH,67,High,0.6699,9,Month-to-month,Fiber optic,73.8
1636-NTNCO,67,High,0.6694,4,Month-to-month,DSL,50.95
8950-MTZNV,67,High,0.669,1,Month-to-month,DSL,44.95
9773-PEQBZ,67,High,0.6688,10,Month-to-month,Fiber optic,79.85
4067-HLYQI,67,High,0.6687,33,Month-to-month,Fiber optic,70.4
8818-DOPVL,67,High,0.6677,46,Month-to-month,Fiber optic,104.45
0674-DGMAQ,67,High,0.6673,32,Month-to-month,Fiber optic,93.5
5016-IBERQ,67,High,0.6659,23,Month-to-month,Fiber optic,84.25
1035-IPQPU,67,High,0.6655,63,Month-to-month,Fiber optic,103.5
9620-ENEJV,67,High,0.6654,6,Month-to-month,Fiber optic,70.55
4065-JJAVA,67,High,0.6654,1,Month-to-month,DSL,49.5
6923-JHPMP,67,High,0.6653,2,Month-to-month,Fiber optic,80.45
7924-GJZFI,67,High,0.6652,25,Month-to-month,Fiber optic,69.3
2465-BLLEU,66,High,0.6641,1,Month-to-month,No,19.75
4183-MYFRB,66,High,0.664,21,Month-to-month,Fiber optic,90.05
7978-DKUQH,66,High,0.6638,25,Month-to-month,Fiber optic,74.6
0921-OHLVP,66,High,0.6636,22,Month-to-month,Fiber optic,83.05
8710-YGLWG,66,High,0.6631,1,Month-to-month,DSL,44.9
1471-GIQKQ,66,High,0.663,1,Month-to-month,DSL,49.95
8757-TFHHJ,66,High,0.6629,1,Month-to-month,DSL,49.8
4299-SIMNS,66,High,0.6629,9,Month-to-month,Fiber optic,81.15
8990-ZXLSU,66,High,0.6628,9,Month-to-month,Fiber optic,69.05
7379-FNIUJ,66,High,0.6624,2,Month-to-month,Fiber optic,100.2
8224-DWCKX,66,High,0.662,12,Month-to-month,Fiber optic,73.3
1855-AGAWH,66,High,0.6615,31,One year,Fiber optic,93.8
5018-GWURO,66,High,0.6611,56,Month-to-month,Fiber optic,85.6
3466-RITXD,66,High,0.6608,26,Month-to-month,Fiber optic,92.4
4537-DKTAL,66,High,0.6606,2,Month-to-month,DSL,45.55
3932-IJWDZ,66,High,0.6603,45,Month-to-month,Fiber optic,103.65
8566-YPRGL,66,High,0.6603,1,Month-to-month,No,19.5
1622-HSHSF,66,High,0.66,1,Month-to-month,No,19.55
2832-KJCRD,66,High,0.659,38,Month-to-month,Fiber optic,103.65
9274-UARKJ,66,High,0.659,15,Month-to-month,Fiber optic,83.2
5035-BVCXS,66,High,0.6589,11,Month-to-month,Fiber optic,75.9
5022-KVDQT,66,High,0.6589,27,Month-to-month,Fiber optic,81.3
8617-ENBDS,66,High,0.6581,3,Month-to-month,Fiber optic,73.6
1384-RCUXW,66,High,0.6574,16,Month-to-month,Fiber optic,80.55
5439-WIKXB,66,High,0.6573,41,Month-to-month,Fiber optic,94.55
2697-NQBPF,66,High,0.6569,34,Month-to-month,Fiber optic,105.35
5960-MVTUK,66,High,0.6567,3,Month-to-month,DSL,29.75
1685-BQULA,66,High,0.6553,40,Month-to-month,Fiber optic,93.4
6145-NNPNO,66,High,0.655,1,Month-to-month,DSL,44.15
2478-EEWWM,65,High,0.6548,59,Month-to-month,DSL,44.3
3050-GBUSH,65,High,0.6546,3,Month-to-month,DSL,34.8
9348-YVOMK,65,High,0.6543,4,Month-to-month,DSL,44.8
3211-AAPKX,65,High,0.6539,20,Month-to-month,Fiber optic,98.55
0670-KDOMA,65,High,0.6538,1,Month-to-month,No,20.25
8490-BXHEO,65,High,0.6536,18,Month-to-month,Fiber optic,80.55
3703-KBKZP,65,High,0.6533,16,Month-to-month,Fiber optic,74.45
9506-UXUSK,65,High,0.6531,13,Month-to-month,Fiber optic,70.15
0082-LDZUE,65,High,0.653,1,Month-to-month,DSL,44.3
3904-UKFRE,65,High,0.6528,4,Month-to-month,Fiber optic,80.1
2792-LSHWX,65,High,0.6525,1,Month-to-month,Fiber optic,83.4
3588-WSTTJ,65,High,0.6524,35,Month-to-month,Fiber optic,99.05
7801-KICAO,65,High,0.6523,18,Month-to-month,Fiber optic,74.15
5522-JBWMO,65,High,0.6521,1,Month-to-month,DSL,44.0
9261-WDCAF,65,High,0.6514,3,Month-to-month,DSL,54.65
2582-FFFZR,65,High,0.6513,22,Month-to-month,DSL,50.6
3771-PZOBW,65,High,0.6512,20,Month-to-month,Fiber optic,90.7
4553-DVPZG,65,High,0.6505,62,Month-to-month,Fiber optic,101.35
3995-WFCSM,65,High,0.6504,2,Month-to-month,DSL,60.85
1346-UFHAX,65,High,0.6502,13,Month-to-month,Fiber optic,80.0
0491-KAPQG,65,High,0.6499,21,Month-to-month,Fiber optic,73.7
3003-CMDUU,65,High,0.6497,25,Month-to-month,Fiber optic,95.15
7460-ITWWP,65,High,0.6489,45,Month-to-month,Fiber optic,86.1
3716-UVSPD,65,High,0.6487,1,Month-to-month,DSL,49.3
0141-YEAYS,65,High,0.6484,27,Month-to-month,Fiber optic,86.45
2675-OTVVJ,65,High,0.6483,31,Month-to-month,Fiber optic,89.45
7404-JLKQG,65,High,0.6481,3,Month-to-month,DSL,57.55
6559-PDZLR,65,High,0.6479,26,Month-to-month,Fiber optic,98.65
1194-HVAIF,65,High,0.6479,27,Month-to-month,Fiber optic,95.0
4716-HHKQH,65,High,0.6468,20,Month-to-month,Fiber optic,107.05
1482-OXZSY,65,High,0.6466,30,Month-to-month,Fiber optic,100.4
7298-IZWLY,65,High,0.6465,1,Month-to-month,No,19.4
3955-JBZZM,65,High,0.6461,20,Month-to-month,Fiber optic,78.8
5129-JLPIS,65,High,0.6459,25,Month-to-month,Fiber optic,105.5
7284-BUYEC,65,High,0.6455,5,Month-to-month,DSL,50.95
6103-BOCOU,65,High,0.6454,26,Month-to-month,Fiber optic,80.7
6719-OXYBR,64,High,0.6447,15,Month-to-month,Fiber optic,85.3
1104-TNLZA,64,High,0.6446,28,Month-to-month,Fiber optic,105.8
0311-QYWSS,64,High,0.6443,6,Month-to-month,DSL,49.45
2452-KDRRH,64,High,0.6439,67,Month-to-month,Fiber optic,101.4
9576-SYUHJ,64,High,0.6436,37,Month-to-month,Fiber optic,91.15
3088-LHEFH,64,High,0.6431,11,Month-to-month,Fiber optic,79.0
0428-IKYCP,64,High,0.6428,22,Month-to-month,Fiber optic,87.0
9693-XMUOB,64,High,0.6417,59,Month-to-month,DSL,50.25
7508-SMHXL,64,High,0.6416,15,Month-to-month,Fiber optic,89.0
5626-MGTUK,64,High,0.6415,20,Month-to-month,Fiber optic,89.1
0374-IOEGQ,64,High,0.6415,3,Month-to-month,DSL,44.6
0411-EZJZE,64,High,0.6413,3,Month-to-month,DSL,60.25
5906-BFOZT,64,High,0.641,1,Month-to-month,No,19.5
6599-SFQVE,64,High,0.6407,6,Month-to-month,DSL,55.0
0817-HSUSE,64,High,0.6407,1,Month-to-month,DSL,75.5
0139-IVFJG,64,High,0.6406,2,Month-to-month,Fiber optic,90.35
3748-FVMZZ,64,High,0.6401,4,Month-to-month,DSL,40.05
0623-GDISB,64,High,0.6399,1,Month-to-month,DSL,48.45
9529-OFXHY,64,High,0.6397,15,Month-to-month,Fiber optic,87.75
4238-JSSWH,64,High,0.6395,35,Month-to-month,Fiber optic,102.05
0439-IFYUN,64,High,0.6393,18,Month-to-month,Fiber optic,74.7
7422-WNBTY,64,High,0.6387,33,Month-to-month,Fiber optic,93.35
8660-BUETV,64,High,0.6379,3,Month-to-month,DSL,44.75
3916-NRPAP,64,High,0.6373,3,Month-to-month,Fiber optic,85.7
2203-GHNWN,64,High,0.637,24,Month-to-month,Fiber optic,79.65
6481-ESCNL,64,High,0.6368,29,Month-to-month,Fiber optic,100.55
5271-DBYSJ,64,High,0.6365,11,Month-to-month,Fiber optic,79.15
8404-GFGCZ,64,High,0.6357,4,Month-to-month,DSL,65.6
9714-EDSUC,64,High,0.6357,4,Month-to-month,Fiber optic,94.9
7855-DIWPO,64,High,0.6351,21,Month-to-month,Fiber optic,68.65
7562-UXTPG,64,High,0.635,13,Month-to-month,Fiber optic,70.15
6537-QLGEX,63,High,0.6343,16,Month-to-month,DSL,38.9
5461-QKNTN,63,High,0.6338,43,Month-to-month,Fiber optic,94.3
7504-UWHNB,63,High,0.6334,25,Month-to-month,Fiber optic,69.75
5948-UJZLF,63,High,0.6333,2,Month-to-month,DSL,49.25
7243-LCGGZ,63,High,0.633,1,Month-to-month,No,20.9
8486-AYEQH,63,High,0.6322,31,Month-to-month,Fiber optic,76.05
1910-FMXJM,63,High,0.6319,36,Month-to-month,Fiber optic,80.4
2101-RANCD,63,High,0.6319,55,Month-to-month,Fiber optic,73.1
8728-SKJLR,63,High,0.6319,41,Month-to-month,Fiber optic,74.25
9796-BPKIW,63,High,0.6313,8,Month-to-month,Fiber optic,69.95
6078-VESFR,63,High,0.6308,13,Month-to-month,Fiber optic,70.45
0096-BXERS,63,High,0.6306,6,Month-to-month,DSL,50.35
3961-SXAXY,63,High,0.63,1,Month-to-month,DSL,44.05
8286-AFUYI,63,High,0.6299,1,Month-to-month,DSL,47.95
0650-BWOZN,63,High,0.6298,18,Month-to-month,Fiber optic,73.55
9518-XXBXE,63,High,0.6288,10,Month-to-month,Fiber optic,75.3
6557-BZXLQ,63,High,0.6288,16,Month-to-month,Fiber optic,69.65
2209-XADXF,63,High,0.6287,1,Month-to-month,DSL,25.25
5899-OUVKV,63,High,0.6285,31,Month-to-month,Fiber optic,94.5
7967-HYCDE,63,High,0.6283,8,Month-to-month,Fiber optic,70.7
6650-VJONK,63,High,0.6279,1,Month-to-month,DSL,43.85
1689-YQBYY,63,High,0.6277,12,Month-to-month,Fiber optic,76.6
2277-DJJDL,63,High,0.6268,60,Month-to-month,Fiber optic,99.0
1728-BQDMA,63,High,0.6265,2,Month-to-month,DSL,44.45
4360-PNRQB,63,High,0.6258,18,Month-to-month,Fiber optic,75.6
6888-SBYAI,63,High,0.6254,1,Month-to-month,DSL,50.7
5482-VXSXJ,62,High,0.6249,22,Month-to-month,Fiber optic,93.2
4128-ETESU,62,High,0.6248,47,Month-to-month,Fiber optic,99.7
5222-IMUKT,62,High,0.6244,32,Month-to-month,Fiber optic,91.05
1212-GLHMD,62,High,0.6237,3,Month-to-month,Fiber optic,86.05
7794-JASDG,62,High,0.6236,1,Month-to-month,DSL,50.75
4583-PARNH,62,High,0.6221,16,Month-to-month,Fiber optic,91.55
9895-VFOXH,62,High,0.6216,1,Month-to-month,DSL,24.4
8993-IZEUX,62,High,0.6216,7,Month-to-month,Fiber optic,69.15
3522-CDKHF,62,High,0.621,32,Month-to-month,Fiber optic,75.5
3002-WQZWT,62,High,0.6204,29,Month-to-month,Fiber optic,74.2
8654-DHAOW,62,High,0.6199,2,Month-to-month,DSL,54.15
2480-JZOSN,62,High,0.6189,1,Month-to-month,No,20.65
5175-WLYXL,62,High,0.6187,22,Month-to-month,Fiber optic,78.85
7852-LECYP,62,High,0.6187,13,Month-to-month,Fiber optic,93.8
2476-YGEFM,62,High,0.6186,29,Month-to-month,Fiber optic,76.0
9112-WSNPU,62,High,0.617,35,Month-to-month,Fiber optic,70.55
3569-EDBPQ,62,High,0.6169,24,Month-to-month,Fiber optic,84.35
1101-SSWAG,62,High,0.6164,15,Month-to-month,DSL,51.1
9753-OYLBX,62,High,0.6164,1,Month-to-month,No,20.5
8800-JOOCF,62,High,0.6158,12,Month-to-month,Fiber optic,84.05
6286-SUUWT,62,High,0.6158,1,Month-to-month,No,19.95
2960-NKRSO,62,High,0.6158,24,Month-to-month,Fiber optic,85.95
7733-UDMTP,62,High,0.6151,57,Month-to-month,DSL,55.0
7853-OETYL,61,High,0.6146,4,Month-to-month,DSL,29.05
7698-YFGEZ,61,High,0.6144,1,Month-to-month,No,20.0
0570-BFQHT,61,High,0.6141,9,Month-to-month,Fiber optic,80.55
8749-CLJXC,61,High,0.6133,1,Month-to-month,No,20.05
3030-ZKIWL,61,High,0.6133,1,Month-to-month,No,20.05
7096-UCLNH,61,High,0.6133,1,Month-to-month,No,20.05
6994-KERXL,61,High,0.6129,4,Month-to-month,DSL,55.9
3452-ABWRL,61,High,0.6128,47,Month-to-month,Fiber optic,86.05
6815-ABQFQ,61,High,0.6124,56,One year,Fiber optic,107.25
2692-BUCFV,61,High,0.6118,29,Month-to-month,Fiber optic,101.45
0093-EXYQL,61,High,0.6117,40,Month-to-month,Fiber optic,91.55
9921-QFQUL,61,High,0.6116,23,Month-to-month,Fiber optic,90.15
9208-OLGAQ,61,High,0.611,18,Month-to-month,Fiber optic,84.95
0577-WHMEV,61,High,0.6103,16,Month-to-month,Fiber optic,90.7
0315-LVCRK,61,High,0.6101,11,Month-to-month,Fiber optic,84.8
2501-XWWTZ,61,High,0.6099,11,Month-to-month,Fiber optic,70.2
7529-ZDFXI,61,High,0.6098,57,Month-to-month,Fiber optic,89.85
0376-OIWME,61,High,0.6096,36,Month-to-month,Fiber optic,93.6
1261-FWTTE,61,High,0.609,23,Month-to-month,DSL,34.65
9168-INPSZ,61,High,0.6089,44,Month-to-month,Fiber optic,104.15
8584-KMVXD,61,High,0.6084,8,Month-to-month,Fiber optic,75.6
7126-RBHSD,61,High,0.6079,17,Month-to-month,Fiber optic,78.9
0585-EGDDA,61,High,0.6077,40,Month-to-month,Fiber optic,80.0
2081-KJSQF,61,High,0.6072,1,Month-to-month,No,20.25
9821-BESNZ,61,High,0.6072,66,One year,Fiber optic,104.25
5067-XJQFU,61,High,0.607,66,One year,Fiber optic,108.45
6180-YBIQI,61,High,0.607,5,Month-to-month,DSL,24.3
5973-EJGDP,61,High,0.6064,51,Month-to-month,Fiber optic,87.35
0365-GXEZS,61,High,0.6061,18,Month-to-month,Fiber optic,78.2
0829-XXPLX,61,High,0.6059,20,Month-to-month,Fiber optic,89.4
8189-XRIKE,61,High,0.6056,32,Month-to-month,Fiber optic,90.95
2603-HVKCG,61,High,0.6054,31,Month-to-month,Fiber optic,101.4
4634-JLRJT,60,High,0.6049,1,Month-to-month,No,20.35
7277-OZCGZ,60,High,0.6042,22,Month-to-month,Fiber optic,89.05
9398-MMQTO,60,High,0.604,3,Month-to-month,Fiber optic,74.45
5445-GLVOT,60,High,0.6038,22,Month-to-month,DSL,49.8
3737-XBQDD,60,High,0.6035,24,Month-to-month,Fiber optic,84.85
3785-NRHYR,60,High,0.6033,1,Month-to-month,No,19.65
5356-CSVSQ,60,High,0.6027,3,Month-to-month,DSL,64.6
6710-HSJRD,60,High,0.6025,61,Month-to-month,Fiber optic,114.1
6988-CJEYV,60,High,0.6024,49,Month-to-month,Fiber optic,98.7
7176-WIONM,60,High,0.602,12,Month-to-month,DSL,49.85
2625-TRCZQ,60,High,0.602,51,Month-to-month,DSL,49.65
4238-HFHSN,60,High,0.602,61,Month-to-month,Fiber optic,82.15
1996-DBMUS,60,High,0.6019,48,Month-to-month,Fiber optic,70.65
8805-JNRAZ,60,High,0.6019,2,Month-to-month,DSL,49.2
9432-VOFYX,60,High,0.6014,17,Month-to-month,Fiber optic,70.8
3055-MJDSB,60,High,0.6013,9,Month-to-month,DSL,24.6
2786-GCDPI,60,High,0.6011,50,Month-to-month,Fiber optic,104.95
3082-VQXNH,60,High,0.601,3,Month-to-month,DSL,29.8
1307-ATKGB,60,High,0.6008,24,Month-to-month,Fiber optic,89.55
0118-JPNOY,60,High,0.6007,26,Month-to-month,Fiber optic,85.8
1226-IENZN,60,High,0.6003,16,Month-to-month,Fiber optic,78.75
6402-EJMWF,60,Medium,0.5999,4,Month-to-month,DSL,55.3
2322-VCZHZ,60,Medium,0.5995,23,Month-to-month,Fiber optic,90.0
4526-ZJJTM,60,Medium,0.5995,25,Month-to-month,Fiber optic,88.4
7020-OZKXZ,60,Medium,0.5994,9,Month-to-month,Fiber optic,75.5
2122-YWVYA,60,Medium,0.5992,18,Month-to-month,Fiber optic,75.4
5440-VHLUL,60,Medium,0.5989,69,One year,Fiber optic,105.2
9281-PKKZE,60,Medium,0.5988,46,Month-to-month,DSL,43.95
4137-BTIKL,60,Medium,0.5987,2,Month-to-month,Fiber optic,90.75
5609-IMCGG,60,Medium,0.5979,15,Month-to-month,Fiber optic,84.35
7729-JTEEC,60,Medium,0.5976,2,Month-to-month,DSL,44.5
2903-YYTBW,60,Medium,0.5975,1,Month-to-month,DSL,44.55
3930-ZGWVE,60,Medium,0.597,1,Month-to-month,No,19.75
7312-XSBAT,60,Medium,0.5965,1,Month-to-month,DSL,49.75
2190-BCXEC,60,Medium,0.5954,40,Month-to-month,Fiber optic,78.85
1575-KRZZE,60,Medium,0.5954,4,Month-to-month,DSL,55.2
2227-JRSJX,60,Medium,0.5952,21,Month-to-month,Fiber optic,99.15
2921-XWDJH,59,Medium,0.5936,38,Month-to-month,Fiber optic,83.45
0730-KOAVE,59,Medium,0.5933,30,Month-to-month,Fiber optic,94.3
5312-UXESG,59,Medium,0.5933,41,Month-to-month,Fiber optic,98.05
3956-MGXOG,59,Medium,0.593,28,Month-to-month,Fiber optic,80.6
2507-QZPQS,59,Medium,0.5921,15,Month-to-month,Fiber optic,95.7
9667-TKTVZ,59,Medium,0.5916,2,Month-to-month,DSL,54.35
4983-CLMLV,59,Medium,0.5916,52,Month-to-month,Fiber optic,102.7
4998-IKFSE,59,Medium,0.5909,30,Month-to-month,Fiber optic,100.45
1100-DDVRV,59,Medium,0.5909,17,Month-to-month,DSL,49.8
8456-QDAVC,59,Medium,0.5908,19,Month-to-month,Fiber optic,78.7
7401-RUBNK,59,Medium,0.5908,18,Month-to-month,Fiber optic,74.8
5780-INQIK,59,Medium,0.5906,8,Month-to-month,DSL,49.4
5816-QVHRX,59,Medium,0.5905,37,Month-to-month,Fiber optic,100.3
5074-FBGHB,59,Medium,0.5904,64,One year,Fiber optic,104.65
2674-MLXMN,59,Medium,0.5902,71,Month-to-month,Fiber optic,99.65
6380-ARCEH,59,Medium,0.5901,1,Month-to-month,No,20.2
3247-MHJKM,59,Medium,0.5901,1,Month-to-month,No,20.2
8048-DSDFQ,59,Medium,0.5901,1,Month-to-month,No,20.2
6635-CPNUN,59,Medium,0.5895,28,Month-to-month,Fiber optic,96.6
8630-FJLIB,59,Medium,0.5875,18,Month-to-month,Fiber optic,69.8
5916-QEWPT,59,Medium,0.5875,2,Month-to-month,DSL,69.0
5118-MUEYH,59,Medium,0.5872,48,Month-to-month,Fiber optic,105.1
1816-FLZDK,59,Medium,0.5872,1,Month-to-month,DSL,29.15
7982-VCELR,59,Medium,0.5872,36,Month-to-month,Fiber optic,94.8
6729-GDNGC,59,Medium,0.5869,20,Month-to-month,Fiber optic,80.7
3688-FTHLT,59,Medium,0.5864,16,Month-to-month,DSL,63.05
5392-AKEMH,59,Medium,0.5863,12,Month-to-month,DSL,45.05
6693-FRIRW,59,Medium,0.5855,18,Month-to-month,Fiber optic,101.3
3976-NLDEZ,59,Medium,0.5854,1,Month-to-month,No,20.6
4329-YPDDQ,59,Medium,0.5851,20,Month-to-month,Fiber optic,108.2
4013-GUXND,59,Medium,0.5851,1,Month-to-month,No,20.8
9108-EJFJP,58,Medium,0.5848,1,Month-to-month,DSL,53.55
6234-PFPXL,58,Medium,0.5848,22,Month-to-month,Fiber optic,95.9
9629-NHXFW,58,Medium,0.5847,1,Month-to-month,No,19.4
1635-FJFCC,58,Medium,0.5847,5,Month-to-month,DSL,44.05
0975-VOOVL,58,Medium,0.5846,3,Month-to-month,DSL,29.2
3733-LSYCE,58,Medium,0.5842,15,Month-to-month,Fiber optic,75.35
3587-PMCOY,58,Medium,0.5836,10,One year,Fiber optic,98.9
4860-IJUDE,58,Medium,0.583,13,Month-to-month,Fiber optic,73.75
6818-DJXAA,58,Medium,0.583,10,Month-to-month,Fiber optic,91.1
9979-RGMZT,58,Medium,0.5829,7,One year,Fiber optic,94.05
7878-JGDKK,58,Medium,0.5827,4,Month-to-month,DSL,44.55
9777-WJJPR,58,Medium,0.5825,31,Month-to-month,Fiber optic,88.65
2347-WKKAE,58,Medium,0.5824,42,Month-to-month,Fiber optic,94.4
2739-CACDQ,58,Medium,0.5817,17,Month-to-month,Fiber optic,82.65
2105-PHWON,58,Medium,0.5817,33,Month-to-month,Fiber optic,95.0
5207-PLSTK,58,Medium,0.5816,1,Month-to-month,DSL,48.75
4948-WBBKL,58,Medium,0.5815,36,Month-to-month,Fiber optic,74.9
0114-PEGZZ,58,Medium,0.5815,33,Month-to-month,Fiber optic,107.55
0129-KPTWJ,58,Medium,0.5809,72,Month-to-month,Fiber optic,94.65
0641-EVBOJ,58,Medium,0.5808,3,Month-to-month,Fiber optic,82.3
0177-PXBAT,58,Medium,0.5806,33,Month-to-month,Fiber optic,109.9
9812-GHVRI,58,Medium,0.5801,40,Month-to-month,Fiber optic,83.85
5122-CYFXA,58,Medium,0.5798,3,Month-to-month,DSL,75.3
1173-NOEYG,58,Medium,0.5796,27,Month-to-month,Fiber optic,90.15
7901-HXJVA,58,Medium,0.5795,14,Month-to-month,Fiber optic,76.45
5649-RXQTV,58,Medium,0.5791,51,Month-to-month,Fiber optic,99.0
7271-AJDTL,58,Medium,0.5789,55,Month-to-month,Fiber optic,94.45
6847-KJLTS,58,Medium,0.5788,58,Month-to-month,Fiber optic,100.4
2573-GYRUU,58,Medium,0.5787,48,Month-to-month,Fiber optic,91.05
3094-JOJAI,58,Medium,0.5786,18,Month-to-month,Fiber optic,74.15
4257-GAESD,58,Medium,0.5783,6,Month-to-month,DSL,45.0
8563-OYMQY,58,Medium,0.5782,17,Month-to-month,Fiber optic,90.95
6243-OZGFH,58,Medium,0.5776,23,Month-to-month,DSL,44.95
0422-UXFAP,58,Medium,0.5773,51,One year,Fiber optic,98.85
3594-KADLU,58,Medium,0.5769,3,Month-to-month,DSL,35.1
6862-CQUMB,58,Medium,0.5767,37,Month-to-month,Fiber optic,96.1
7658-UYUQS,58,Medium,0.5766,21,Month-to-month,Fiber optic,86.55
6351-SCJKT,58,Medium,0.5766,3,Month-to-month,DSL,41.35
6704-UTUKK,58,Medium,0.5763,29,Month-to-month,DSL,45.9
2916-BQZLN,58,Medium,0.5763,19,Month-to-month,Fiber optic,84.75
1769-GRUIK,58,Medium,0.5761,18,Month-to-month,Fiber optic,71.1
8160-HOWOX,58,Medium,0.5752,7,Month-to-month,DSL,66.85
1928-BXYIV,57,Medium,0.5749,1,Month-to-month,DSL,61.15
9500-LTVBP,57,Medium,0.5747,35,Month-to-month,Fiber optic,80.05
7601-WFVZV,57,Medium,0.5746,1,Month-to-month,No,19.55
7621-VPNET,57,Medium,0.5746,42,Month-to-month,Fiber optic,85.9
2208-UGTGR,57,Medium,0.5744,56,Month-to-month,Fiber optic,98.6
9732-EQMWY,57,Medium,0.5743,49,Month-to-month,Fiber optic,99.4
